,Name,Desc,rarity,img name icon,img full,img feature,season,tier,included in,promo,vbucks,price,challenge,style,set,type,status
1273,Snowstrike,"Strike swiftly, and always leave your mark.",EPIC,snowstrike,null,snowstrike,0,0,null,null,1500,0.00,null,null,Snow Clan Set,OUTFIT,RELEASED
1274,Fallen Love Ranger,,LEGENDARY,fallen-love-ranger,null,fallen-love-ranger,0,0,null,null,0,19.99,null,null,Royale Hearts Set,OUTFIT,RELEASED
1275,Fallen Wings,,LEGENDARY,fallen-wings,null,null,0,0,Fallen Love Ranger,null,0,0.00,null,null,Royale Hearts Set,BACKBLING,RELEASED
1276,Cuddle Hearts,Show your style.,RARE,cuddle-hearts,null,null,0,0,null,Support-A-Creator,0,0.00,null,null,Royale Hearts Set,WRAP,RELEASED
1277,Board Bag,Ready for the grind.,EPIC,board-bag,null,null,0,0,null,null,0,0.00,null,null,null,BACKBLING,UNRELEASED
1278,Cannister Carrier,"Spray it, don't say it.",EPIC,cannister-carrier,null,null,0,0,null,null,0,0.00,null,null,null,BACKBLING,UNRELEASED
1279,Lil Whip,"Whipped up, and ready to serve.",EPIC,lil-whip,null,lil-whip,0,0,null,null,1500,0.00,null,null,Two Scoops Set,OUTFIT,RELEASED
1280,Rebel,Oppose the establishment,EPIC,rebel,null,rebel,0,0,null,null,0,0.00,null,null,null,OUTFIT,UNRELEASED
1281,Revolt,Conquer the system,EPIC,revolt,null,revolt,0,0,null,null,0,0.00,null,null,null,OUTFIT,UNRELEASED
1282,Sno Cone,A neverending treat.,EPIC,sno-cone,null,sno-cone,0,0,Lil Whip,null,0,0.00,null,null,Two Scoops Set,BACKBLING,RELEASED
1283,Ice Cream Crusier,Melty at every altitude,RARE,ice-cream-crusier,null,null,0,0,null,null,800,0.00,null,null,Two Scoops Set,GLIDER,RELEASED
1284,Ice Pop,It can take a lickin'.,RARE,ice-pop,null,null,0,0,null,null,800,0.00,null,null,Two Scoops Set,HARVESTINGTOOL,RELEASED
1285,Jamboree,Celebrate anything and everything.,RARE,jamboree,null,null,0,0,null,null,0,0.00,null,null,null,DANCE,UNRELEASED
1286,Overdrive,Push it past the limit.,RARE,overdrive,null,null,0,0,null,null,0,0.00,null,null,null,DANCE,UNRELEASED
1287,Crossroads,This can go one of two ways.,UNCOMMON,crossroads,null,null,0,0,null,null,0,0.00,null,null,null,HARVESTINGTOOL,UNRELEASED
1288,Sprinkles,Show your style.,UNCOMMON,spinkles,null,null,0,0,null,null,300,0.00,null,null,Two Scoops Set,WRAP,RELEASED
1289,Chromatic,Show your style.,UNCOMMON,chromatic,null,null,0,0,null,null,300,0.00,null,null,null,WRAP,RELEASED
1290,Heartspan,Soar on the wide wings of love.,RARE,heartspan,null,null,0,0,null,null,0,0.00,null,null,Royale Hearts Set,GLIDER,RELEASED
1291,Sweetheart,Wear your heart on your back.,RARE,sweetheart,null,null,0,0,Heartbreaker,null,0,0.00,null,null,Royale Hearts Set,BACKBLING,RELEASED
1292,Heartbreaker,"Roses are red, violets are blue, victory is weet, but not without you.",RARE,heartbreaker,null,heartbreaker,0,0,null,null,1200,0.00,null,null,Royale Hearts Set,OUTFIT,RELEASED
1293,Skully,Accept nothing less than stylish domination.,RARE,skully,null,skully,0,0,null,null,1200,0.00,null,Skully Style,Royale Hearts Set,OUTFIT,RELEASED
1294,Skully Satchel,Equal parts adorable and disturbing,RARE,skully-satchel,null,null,0,0,Skully,null,0,0.00,null,null,Royale Hearts Set,BACKBLING,RELEASED
1295,Skully Splitter,Color coordinated and battle ready.,RARE,skully-splitter,null,null,0,0,null,null,0,0.00,null,null,Royale Hearts Set,HARVESTINGTOOL,RELEASED
1296,Chocollama,Double dipped in chocolate.,UNCOMMON,chocollama,null,null,0,0,null,null,500,0.00,null,null,Royale Hearts Set,HARVESTINGTOOL,RELEASED
1297,Valentine,Show your style.,UNCOMMON,valentine,null,null,0,0,null,null,0,0.00,Season 7 Overtime Challenges,null,null,WRAP,RELEASED
1298,Outburst,Burning bright.,RARE,outburst,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1299,Firewalker,Fueled by flames.,RARE,firewalker,null,firewalker,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
1300,Cuddle Paw,Cuddle up with claws.,RARE,cuddle-paw,null,null,0,0,null,null,800,0.00,null,null,Royale Hearts Set,HARVESTINGTOOL,RELEASED
1301,Daydream,Dance the day away.,EPIC,daydream,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1302,Snowblades,Cut through the cold.,RARE,snowblades,null,null,0,0,null,null,800,0.00,null,null,Snow Clan Set,GLIDER,RELEASED
1303,Nautilus,Dive! Dive! Dive!,EPIC,nautilus,null,null,0,0,null,null,1200,0.00,null,null,Deep Sea Set,GLIDER,RELEASED
1304,Deep Sea Destroyer,Straight out of the trenches.,EPIC,deep-sea-destroyer,null,deep-sea-destroyer,0,0,null,null,1500,0.00,null,null,Deep Sea Set,OUTFIT,RELEASED
1305,Deep Sea Dominator,In a completely different language.,EPIC,deep-sea-dominator,null,deep-sea-dominator,0,0,null,null,1500,0.00,null,null,Deep Sea Set,OUTFIT,RELEASED
1306,Krakenaxe,The scourge of the seven seas!,UNCOMMON,krakenaxe,null,krakenaxe,0,0,null,null,500,0.00,null,null,Deep Sea Set,HARVESTINGTOOL,RELEASED
1307,Brite Blimp,Rainbow powered.,EPIC,brite-blimp,null,null,0,0,null,null,1200,0.00,null,null,Sunshine and Rainbows Set,GLIDER,RELEASED
1308,Octotank,Eight chambers of oxygen.,EPIC,octotank,null,null,0,0,Deep Sea Dominator,null,0,0.00,null,null,Deep Sea Set,BACKBLING,RELEASED
1309,Rebreather,Shelling out air on demand.,EPIC,rebreather,null,null,0,0,Deep Sea Destroyer,null,0,0.00,null,null,Deep Sea Set,BACKBLING,RELEASED
